Accession,UniProtKB,EC_Number,COG,Chromosome,Source,Start,Stop,DNA_Length,Protein_Length,GenBank_Name,UniProt_GO,KEGG_Enzymes,KEGG_Pathways
EIC28076.1,H8GL77,,S,NZ_CM001475.1,chromosome,209125,210195,1070,356,putative P-loop-containing kinase,GO:0016301,NA,NA
EIC28079.1,H8GL80,,S,NZ_CM001475.1,chromosome,210784,212145,1361,453,hypothetical protein Metal_0213,GO:0016021,NA,NA
EIC28081.1,H8GL82,,S,NZ_CM001475.1,chromosome,216087,216797,710,236,hypothetical protein Metal_0217,GO:0005886; GO:0016021,NA,NA
EIC28085.1,H8GL86,,S,NZ_CM001475.1,chromosome,221120,221842,722,240,Protein of unknown function (DUF3581),NA,NA,NA
EIC28089.1,H8GL90,,S,NZ_CM001475.1,chromosome,225796,226110,314,104,hypothetical protein Metal_0225,NA,ko:K09137,NA
EIC28091.1,H8GL92,,S,NZ_CM001475.1,chromosome,229264,229736,472,156,LOW QUALITY PROTEIN: hypothetical protein Metal_0228,GO:0016021,NA,NA
EIC28092.1,H8GL93,,S,NZ_CM001475.1,chromosome,230169,230639,470,156,soluble P-type ATPase,NA,NA,NA
EIC28093.1,H8GL94,,S,NZ_CM001475.1,chromosome,230664,230975,311,103,hypothetical protein Metal_0230,NA,ko:K09137,NA
EIC28099.1,H8GLA0,,S,NZ_CM001475.1,chromosome,237548,237859,311,103,putative NTP binding protein (contains STAS domain),NA,ko:K07122,"ko02010,map02010"
EIC28105.1,H8GLA6,,S,NZ_CM001475.1,chromosome,241751,242317,566,188,hypothetical protein Metal_0242,GO:0005887; GO:0015221,"ko:K02040,ko:K11719","ko02010,ko02020,ko05152,map02010,map02020,map05152"
EIC28106.1,H8GLA7,,S,NZ_CM001475.1,chromosome,242304,242822,518,172,lipopolysaccharide transport periplasmic protein LptA,GO:0001530; GO:0015920; GO:0042597; GO:0043165,ko:K09774,NA
EIC28107.1,H8GLA8,,S,NZ_CM001475.1,chromosome,242829,243554,725,241,"ABC-type (unclassified) transport system, ATPase component",GO:0005524; GO:0016887; GO:0043190; GO:0055085,"ko:K01990,ko:K06861","ko02010,map02010"
EIC28110.1,H8GLB1,,S,NZ_CM001475.1,chromosome,245449,246306,857,285,putative P-loop-containing kinase,GO:0005524; GO:0005525; GO:0016301,ko:K06958,NA
EIC28111.1,H8GLB2,,S,NZ_CM001475.1,chromosome,246387,247160,773,257,hypothetical protein Metal_0248,NA,ko:K09122,NA
EIC28135.1,H8GLD6,,S,NZ_CM001475.1,chromosome,275718,276185,467,155,hypothetical protein Metal_0272,NA,ko:K03747,NA
EIC28137.1,H8GLD8,,S,NZ_CM001475.1,chromosome,277300,278418,1118,372,LysM domain-containing protein,NA,NA,NA
EIC28141.1,H8GLU5,,S,NZ_CM001475.1,chromosome,281223,281795,572,190,hypothetical protein Metal_0278,NA,NA,NA
EIC28146.1,H8GLV0,,S,NZ_CM001475.1,chromosome,288405,289070,665,221,putative esterase,GO:0016787,ko:K06999,NA
EIC28147.1,H8GLV1,,S,NZ_CM001475.1,chromosome,289079,289501,422,140,hypothetical protein Metal_0284,GO:0016846,NA,NA
EIC28148.1,H8GLV2,,S,NZ_CM001475.1,chromosome,289588,289947,359,119,Protein of unknown function (DUF3301),NA,NA,NA
EIC28157.1,H8GLW1,,S,NZ_CM001475.1,chromosome,299507,300178,671,223,hypothetical protein Metal_0295,NA,NA,NA
EIC28167.1,H8GLX1,,S,NZ_CM001475.1,chromosome,314569,314958,389,129,stringent starvation protein B,NA,"ko:K03600,ko:K09985",NA
EIC28177.1,H8GLY1,,S,NZ_CM001475.1,chromosome,336340,336864,524,174,N-acetylglucosamine-1-phosphate uridylyltransferase/acetyltransferase,GO:0016779,NA,NA
EIC28178.1,H8GLY2,,S,NZ_CM001475.1,chromosome,336981,338024,1043,347,putative dehydrogenase,GO:0016491,NA,NA
EIC28180.1,H8GLY4,,S,NZ_CM001475.1,chromosome,339157,339846,689,229,hypothetical protein Metal_0321,NA,ko:K19429,NA
EIC28188.1,H8GLZ2,,S,NZ_CM001475.1,chromosome,349162,350121,959,319,putative glycosyltransferase,GO:0016740,ko:K07011,NA
EIC28201.1,H8GM05,,S,NZ_CM001475.1,chromosome,367335,368597,1262,420,hypothetical protein (DUF2320),NA,ko:K20920,"ko05111,map05111"
EIC28204.1,H8GM08,,S,NZ_CM001475.1,chromosome,370942,372564,1622,540,CAAX prenyl protease-related protein,GO:0004197; GO:0016021; GO:0071586,ko:K07052,NA
EIC28229.1,H8GMI9,,S,NZ_CM001475.1,chromosome,403827,404309,482,160,Protein of unknown function (DUF2934),NA,NA,NA
EIC28232.1,H8GMJ2,,S,NZ_CM001475.1,chromosome,408789,409070,281,93,putative membrane protein,GO:0008915; GO:0009245; GO:0016021,NA,NA
EIC28240.1,H8GMK0,,S,NZ_CM001475.1,chromosome,414426,414857,431,143,Protein of unknown function (DUF2721),GO:0016021,NA,NA
EIC28241.1,H8GMK1,,S,NZ_CM001475.1,chromosome,415107,415952,845,281,Pirin-related protein,NA,ko:K06911,NA
EIC28247.1,H8GMK7,,S,NZ_CM001475.1,chromosome,421563,422741,1178,392,putative membrane protein,GO:0016021,NA,NA
EIC28261.1,H8GMM1,,S,NZ_CM001475.1,chromosome,443072,443332,260,86,Protein of unknown function (DUF2442),NA,NA,NA
EIC28264.1,H8GMM4,,S,NZ_CM001475.1,chromosome,444049,444309,260,86,hypothetical protein Metal_0410,NA,NA,NA
EIC28280.1,H8GMP0,,S,NZ_CM001475.1,chromosome,472732,473199,467,155,hypothetical protein Metal_0426,NA,NA,NA
EIC28281.1,H8GMP1,,S,NZ_CM001475.1,chromosome,473230,474663,1433,477,Arylsulfotransferase (ASST),GO:0016740,NA,NA
EIC28287.1,H8GMP7,,S,NZ_CM001475.1,chromosome,483161,484633,1472,490,hypothetical protein Metal_0433,GO:0003824,NA,NA
EIC28292.1,H8GMQ2,,S,NZ_CM001475.1,chromosome,486446,488068,1622,540,hypothetical protein Metal_0438,GO:0016021,NA,NA
EIC28299.1,H8GN70,,S,NZ_CM001475.1,chromosome,494952,495737,785,261,hypothetical protein Metal_0446,NA,NA,NA
EIC28310.1,H8GN81,,S,NZ_CM001475.1,chromosome,508390,510051,1661,553,putative ATPase,NA,ko:K06915,NA
EIC28317.1,H8GN88,,S,NZ_CM001475.1,chromosome,518292,519158,866,288,TIGR00255 family protein,NA,NA,NA
EIC28328.1,H8GN99,,S,NZ_CM001475.1,chromosome,531412,537282,5870,1956,large extracellular alpha-helical protein,GO:0004866,ko:K06894,NA
EIC28340.1,H8GNB1,,S,NZ_CM001475.1,chromosome,563391,563777,386,128,hypothetical protein Metal_0489,NA,NA,NA
EIC28355.1,H8GNC6,,S,NZ_CM001475.1,chromosome,582218,582793,575,191,putative periplasmic or secreted lipoprotein,NA,"ko:K03286,ko:K04065",NA
EIC28362.1,H8GND3,,S,NZ_CM001475.1,chromosome,592496,592870,374,124,hypothetical protein Metal_0511,NA,ko:K08998,NA
EIC28363.1,H8GND4,,S,NZ_CM001475.1,chromosome,592912,593478,566,188,"Raf kinase inhibitor-like protein, YbhB/YbcL family",GO:0016301,ko:K06910,NA
EIC28370.1,H8GNE1,,S,NZ_CM001475.1,chromosome,600359,601012,653,217,putative membrane protein,GO:0016021,ko:K02351,NA
EIC28381.1,H8GNV9,,S,NZ_CM001475.1,chromosome,615100,616080,980,326,folate-binding protein YgfZ,GO:0016740,"ko:K06980,ko:K22073",NA
EIC28383.1,H8GNW1,,S,NZ_CM001475.1,chromosome,617332,618087,755,251,putative membrane protein,GO:0004252; GO:0016021,NA,NA
EIC28388.1,H8GNW6,,S,NZ_CM001475.1,chromosome,624465,625691,1226,408,hypothetical protein Metal_0538,NA,NA,NA
EIC28392.1,H8GNX0,,S,NZ_CM001475.1,chromosome,630012,630836,824,274,"urea ABC transporter, ATP-binding protein UrtD",GO:0005524; GO:0016887,ko:K11962,"ko02010,map02010"
EIC28404.1,H8GNY2,,S,NZ_CM001475.1,chromosome,640406,641803,1397,465,hypothetical protein Metal_0554,NA,NA,NA
EIC28405.1,H8GNY3,,S,NZ_CM001475.1,chromosome,642025,643890,1865,621,putative TIM-barrel fold metal-dependent hydrolase,GO:0016810,NA,NA
EIC28407.1,H8GNY5,,S,NZ_CM001475.1,chromosome,644937,645794,857,285,Pirin-related protein,NA,ko:K06911,NA
EIC28413.1,H8GNZ1,,S,NZ_CM001475.1,chromosome,651734,652345,611,203,hypothetical protein Metal_0564,NA,NA,NA
EIC28415.1,H8GNZ3,,S,NZ_CM001475.1,chromosome,658181,659263,1082,360,hypothetical protein Metal_0566,GO:0005524,NA,NA
EIC28418.1,H8GNZ6,,S,NZ_CM001475.1,chromosome,660228,660614,386,128,hypothetical protein Metal_0569,NA,NA,NA
EIC28422.1,H8GP00,,S,NZ_CM001475.1,chromosome,670992,671825,833,277,hypothetical protein Metal_0574,GO:0008270,NA,NA
EIC28425.1,H8GP03,,S,NZ_CM001475.1,chromosome,675460,675753,293,97,hypothetical protein Metal_0577,GO:0006355,NA,NA
EIC28433.1,H8GP11,,S,NZ_CM001475.1,chromosome,681701,682339,638,212,urea carboxylase-associated protein 1,NA,ko:K09967,NA
EIC28441.1,H8GP19,,S,NZ_CM001475.1,chromosome,696031,697470,1439,479,Conjugative relaxosome accessory transposon protein,NA,ko:K12072,NA
EIC28446.1,H8GP24,,S,NZ_CM001475.1,chromosome,701277,703802,2525,841,Putative helicase,GO:0004386,"ko:K03698,ko:K12070",NA
EIC28447.1,H8GP25,,S,NZ_CM001475.1,chromosome,703799,705625,1826,608,"conjugative coupling factor TraD, SXT/TOL subfamily",GO:0016021,ko:K12071,NA
EIC28448.1,H8GP26,,S,NZ_CM001475.1,chromosome,705628,706260,632,210,hypothetical protein Metal_0603,GO:0016021,ko:K12071,NA
EIC28449.1,H8GP27,,S,NZ_CM001475.1,chromosome,706465,707577,1112,370,hypothetical protein Metal_0604,NA,NA,NA
EIC28450.1,H8GP28,,S,NZ_CM001475.1,chromosome,707854,708759,905,301,hypothetical protein Metal_0605,NA,NA,NA
EIC28453.1,H8GP31,,S,NZ_CM001475.1,chromosome,714311,714592,281,93,type IV conjugative transfer system protein TraL,GO:0000746; GO:0016021; GO:0019867,ko:K12068,NA
EIC28454.1,H8GP32,,S,NZ_CM001475.1,chromosome,714589,715197,608,202,TraE protein,GO:0000746; GO:0016021,ko:K12067,NA
EIC28456.1,H8GPJ4,,S,NZ_CM001475.1,chromosome,716165,717523,1358,452,Bacterial conjugation TrbI-like protein,GO:0016021,"ko:K12065,ko:K15051",NA
EIC28458.1,H8GPJ6,,S,NZ_CM001475.1,chromosome,718417,718947,530,176,Type IV conjugative transfer system lipoprotein (TraV),NA,ko:K12064,NA
EIC28464.1,H8GPK2,,S,NZ_CM001475.1,chromosome,722944,724086,1142,380,Type-F conjugative transfer system pilin assembly protein,NA,ko:K12061,NA
EIC28465.1,H8GPK3,,S,NZ_CM001475.1,chromosome,724083,725114,1031,343,TraU protein,NA,ko:K12060,NA
EIC28466.1,H8GPK4,,S,NZ_CM001475.1,chromosome,725115,727904,2789,929,Mating pair stabilization protein TraN,NA,ko:K12058,NA
EIC28471.1,H8GPK9,,S,NZ_CM001475.1,chromosome,732186,732479,293,97,"addiction module toxin, RelE/StbE family",NA,NA,NA
EIC28472.1,H8GPL0,,S,NZ_CM001475.1,chromosome,732822,736055,3233,1077,putative ATPase (AAA+ superfamily),NA,NA,NA
EIC28475.1,H8GPL3,,S,NZ_CM001475.1,chromosome,739917,741836,1919,639,hypothetical protein Metal_0630,NA,NA,NA
EIC28479.1,H8GGH6,,S,NZ_CM001475.1,chromosome,749738,751372,1634,544,transposase,NA,ko:K07484,NA
EIC28484.1,H8GPM2,,S,NZ_CM001475.1,chromosome,754323,755369,1046,348,phage recombination protein Bet,GO:0003677; GO:0006259,NA,NA
EIC28491.1,H8GPM9,,S,NZ_CM001475.1,chromosome,760731,762515,1784,594,nitric oxide reductase activation protein,GO:0009236,NA,NA
EIC28498.1,H8GPN6,,S,NZ_CM001475.1,chromosome,767292,767582,290,96,hypothetical protein Metal_0655,GO:0006355,NA,NA
EIC28506.1,H8GPP4,,S,NZ_CM001475.1,chromosome,777751,778212,461,153,stress-induced acidophilic repeat motif-containing protein,NA,ko:K06884,NA
EIC28511.1,H8GPP9,,S,NZ_CM001475.1,chromosome,786896,787438,542,180,conserved protein of DIM6/NTAB family,GO:0010181,NA,NA
EIC28513.1,H8GPQ1,,S,NZ_CM001475.1,chromosome,789346,789678,332,110,putative periplasmic or secreted lipoprotein,NA,ko:K04065,NA
EIC28516.1,H8GPQ4,,S,NZ_CM001475.1,chromosome,790880,791137,257,85,hypothetical protein Metal_0677,GO:0043022,NA,NA
EIC28517.1,H8GPQ5,,S,NZ_CM001475.1,chromosome,791408,791800,392,130,putative periplasmic or secreted lipoprotein,NA,ko:K04065,NA
EIC28518.1,H8GPQ6,,S,NZ_CM001475.1,chromosome,791820,792377,557,185,hypothetical protein Metal_0679,GO:0016021,NA,NA
EIC28521.1,H8GPQ9,,S,NZ_CM001475.1,chromosome,793270,793515,245,81,hypothetical protein Metal_0682,NA,NA,NA
EIC28522.1,H8GPR0,,S,NZ_CM001475.1,chromosome,793516,793935,419,139,Protein of unknown function (DUF1469),GO:0016021,NA,NA
EIC28524.1,H8GPR2,,S,NZ_CM001475.1,chromosome,794464,794772,308,102,hypothetical protein Metal_0685,GO:0046872,NA,NA
EIC28525.1,H8GPR3,,S,NZ_CM001475.1,chromosome,794862,795293,431,143,PRC-barrel protein,NA,NA,NA
EIC28527.1,H8GPR5,,S,NZ_CM001475.1,chromosome,796636,797199,563,187,hemerythrin HHE cation binding domain-containing protein,NA,NA,NA
EIC28542.1,H8GQ83,,S,NZ_CM001475.1,chromosome,809236,809685,449,149,putative kinase,GO:0016301,NA,NA
EIC28543.1,H8GQ84,,S,NZ_CM001475.1,chromosome,809672,810436,764,254,hypothetical protein Metal_0707,GO:0000287; GO:0006400; GO:0008193,NA,NA
EIC28551.1,H8GQ92,,S,NZ_CM001475.1,chromosome,820153,821256,1103,367,hypothetical protein Metal_0716,NA,NA,NA
EIC28559.1,H8GQA0,,S,NZ_CM001475.1,chromosome,831713,832654,941,313,hypothetical protein Metal_0725,GO:0016740,NA,NA
EIC28563.1,H8GQA4,,S,NZ_CM001475.1,chromosome,834775,835053,278,92,hypothetical protein Metal_0729,NA,NA,NA
EIC28565.1,H8GQA6,,S,NZ_CM001475.1,chromosome,835269,836645,1376,458,56kDa selenium binding protein (SBP56),GO:0008430,ko:K17285,NA
EIC28569.1,H8GQB0,,S,NZ_CM001475.1,chromosome,841449,842969,1520,506,membrane protein involved in the export of O-antigen and teichoic acid,GO:0016021,NA,NA
EIC28570.1,H8GQB1,,S,NZ_CM001475.1,chromosome,843045,844787,1742,580,hypothetical protein Metal_0736,GO:0005524,NA,NA
EIC28572.1,H8GQB3,,S,NZ_CM001475.1,chromosome,846415,847764,1349,449,putative membrane protein required for spore maturation,GO:0016021,"ko:K06373,ko:K06374",NA
EIC28579.1,H8GQC0,,S,NZ_CM001475.1,chromosome,854207,854530,323,107,hypothetical protein Metal_0745,GO:0006508; GO:0030163,ko:K06891,NA
EIC28589.1,H8GQD0,,S,NZ_CM001475.1,chromosome,866209,868848,2639,879,hypothetical protein Metal_0756,GO:0005886; GO:0016021,ko:K09118,NA
EIC28603.1,H8GQE4,,S,NZ_CM001475.1,chromosome,882807,883070,263,87,hypothetical protein Metal_0770,NA,ko:K09158,NA
EIC28615.1,H8GQV6,,S,NZ_CM001475.1,chromosome,895428,896152,724,241,LOW QUALITY PROTEIN: FRG domain protein,NA,NA,NA
EIC28618.1,H8GQV9,,S,NZ_CM001475.1,chromosome,899394,899936,542,180,conserved protein of DIM6/NTAB family,GO:0010181,NA,NA
EIC28622.1,H8GQW3,,S,NZ_CM001475.1,chromosome,904734,905840,1106,368,hypothetical protein Metal_0791,NA,NA,NA
EIC28628.1,H8GQW9,,S,NZ_CM001475.1,chromosome,910794,911636,842,280,hypothetical protein Metal_0797,GO:0016021,ko:K09792,NA
EIC28633.1,H8GQX4,,S,NZ_CM001475.1,chromosome,914913,915248,335,111,putative membrane protein,GO:0016021,ko:K08972,NA
EIC28635.1,H8GQX6,,S,NZ_CM001475.1,chromosome,915820,916299,479,159,hypothetical protein Metal_0804,NA,NA,NA
EIC28640.1,H8GQY1,,S,NZ_CM001475.1,chromosome,920601,921197,596,198,hypothetical protein Metal_0810,GO:0016021,NA,NA
EIC28641.1,H8GQY2,,S,NZ_CM001475.1,chromosome,921240,921827,587,195,putative flavoprotein,GO:0016491,NA,NA
EIC28643.1,H8GQY4,,S,NZ_CM001475.1,chromosome,922863,923591,728,242,hypothetical protein Metal_0813,NA,NA,NA
EIC28644.1,H8GQY5,,S,NZ_CM001475.1,chromosome,923665,923862,197,65,uncharacterized small protein,NA,NA,NA
EIC28653.1,H8GQZ4,,S,NZ_CM001475.1,chromosome,934026,934595,569,189,hypothetical protein Metal_0824,GO:0048037,ko:K09154,NA
EIC28664.1,H8GR05,,S,NZ_CM001475.1,chromosome,942026,943498,1472,490,putative ATPase,NA,ko:K06915,NA
EIC28668.1,H8GR09,,S,NZ_CM001475.1,chromosome,946659,948263,1604,534,tetratricopeptide repeat protein,GO:0006493; GO:0016757,NA,NA
EIC28670.1,H8GR11,,S,NZ_CM001475.1,chromosome,949396,949668,272,90,coenzyme PQQ biosynthesis protein PqqD,GO:0018189; GO:0048038,ko:K06138,NA
EIC28674.1,H8GR15,,S,NZ_CM001475.1,chromosome,952373,952714,341,113,Protein of unknown function (DUF2782),NA,NA,NA
EIC28675.1,H8GR16,,S,NZ_CM001475.1,chromosome,952803,953378,575,191,hypothetical protein Metal_0846,NA,ko:K09912,NA
EIC28683.1,H8GR24,,S,NZ_CM001475.1,chromosome,959782,960207,425,141,putative membrane protein,GO:0016021,NA,NA
EIC28688.1,H8GFT7,,S,NZ_CM001475.1,chromosome,964334,965173,839,279,putative glycosyltransferase,GO:0016740,NA,NA
EIC28708.1,H8GFV7,,S,NZ_CM001475.1,chromosome,1006071,1006268,197,65,hypothetical protein Metal_0884,NA,NA,NA
EIC28711.1,H8GFW0,,S,NZ_CM001475.1,chromosome,1007675,1008646,971,323,hypothetical protein Metal_0887,NA,NA,NA
EIC28712.1,H8GFW1,,S,NZ_CM001475.1,chromosome,1009034,1010059,1025,341,hypothetical protein Metal_0888,NA,NA,NA
EIC28713.1,H8GFW2,,S,NZ_CM001475.1,chromosome,1010383,1010580,197,65,hypothetical protein Metal_0889,NA,NA,NA
EIC28716.1,H8GFW5,,S,NZ_CM001475.1,chromosome,1011474,1011764,290,96,plasmid stabilization system protein,NA,ko:K19092,NA
EIC28718.1,H8GFW7,,S,NZ_CM001475.1,chromosome,1012494,1013372,878,292,SapC,NA,NA,NA
EIC28722.1,H8GFX1,,S,NZ_CM001475.1,chromosome,1015869,1016450,581,193,PilZ domain-containing protein,GO:0035438,NA,NA
EIC28731.1,H8GFY0,,S,NZ_CM001475.1,chromosome,1023628,1024440,812,270,Protein of unknown function (DUF2797),NA,NA,NA
EIC28734.1,H8GFY3,,S,NZ_CM001475.1,chromosome,1025668,1025991,323,107,"DNA-binding protein, YbaB/EbfC family",GO:0003677; GO:0005737; GO:0043590,"ko:K06187,ko:K09747","ko03440,map03440"
EIC28754.1,H8GG03,,S,NZ_CM001475.1,chromosome,1053193,1054047,854,284,hypothetical protein Metal_0934,NA,ko:K00243,NA
EIC28757.1,H8GG06,,S,NZ_CM001475.1,chromosome,1057569,1057934,365,121,hypothetical protein Metal_0937,NA,NA,NA
EIC28758.1,H8GG07,,S,NZ_CM001475.1,chromosome,1058108,1058524,416,138,hypothetical protein Metal_0938,NA,NA,NA
EIC28759.1,H8GG08,,S,NZ_CM001475.1,chromosome,1058723,1059415,692,230,Protein of unknown function (DUF3313),NA,NA,NA
EIC28761.1,H8GGG5,,S,NZ_CM001475.1,chromosome,1059964,1060563,599,199,hypothetical protein Metal_0941,NA,NA,NA
EIC28762.1,H8GGG6,,S,NZ_CM001475.1,chromosome,1060597,1060821,224,74,putative Fe-S protein,NA,ko:K06938,NA
EIC28763.1,H8GGG7,,S,NZ_CM001475.1,chromosome,1060821,1061615,794,264,"ABC-type uncharacterized transport system, permease component",GO:0016021; GO:0017004; GO:0020037,NA,NA
EIC28772.1,H8GGH6,,S,NZ_CM001475.1,chromosome,1068666,1070300,1634,544,transposase,NA,ko:K07484,NA
EIC28777.1,H8GGI1,,S,NZ_CM001475.1,chromosome,1074331,1074540,209,69,putative membrane protein,GO:0005384; GO:0005623; GO:0030026,NA,NA
EIC28806.1,H8GGL0,,S,NZ_CM001475.1,chromosome,1105495,1107111,1616,538,hypothetical protein Metal_0987,GO:0016021,ko:K09760,NA
EIC28812.1,H8GGL6,,S,NZ_CM001475.1,chromosome,1111344,1112036,692,230,hypothetical protein Metal_0993,NA,NA,NA
EIC28821.1,H8GGM5,,S,NZ_CM001475.1,chromosome,1122311,1123015,704,234,TIGR00266 family protein,NA,NA,NA
EIC28825.1,H8GGM9,,S,NZ_CM001475.1,chromosome,1127780,1128043,263,87,hypothetical protein Metal_1006,NA,ko:K09806,NA
EIC28842.1,H8GH51,,S,NZ_CM001475.1,chromosome,1143972,1144202,230,76,uncharacterized conserved small protein,NA,NA,NA
EIC28845.1,H8GH54,,S,NZ_CM001475.1,chromosome,1146426,1146809,383,127,hypothetical protein Metal_1026,NA,NA,NA
EIC28853.1,H8GH62,,S,NZ_CM001475.1,chromosome,1155653,1156579,926,308,TIGR01777 family protein,GO:0003824; GO:0050662,ko:K07071,NA
EIC28858.1,H8GH67,,S,NZ_CM001475.1,chromosome,1161061,1161657,596,198,hypothetical protein Metal_1039,NA,NA,NA
EIC28863.1,H8GH72,,S,NZ_CM001475.1,chromosome,1167477,1167713,236,78,TIGR02647 family protein,NA,NA,NA
EIC28865.1,H8GH74,,S,NZ_CM001475.1,chromosome,1169076,1169666,590,196,protein of unknown function (DUF3315),NA,NA,NA
EIC28866.1,H8GH75,,S,NZ_CM001475.1,chromosome,1169731,1170249,518,172,"putative phosphatase, C-terminal domain of histone macro H2A1 like protein",NA,NA,NA
EIC28870.1,H8GH79,,S,NZ_CM001475.1,chromosome,1178566,1178964,398,132,hemoglobin,GO:0019825; GO:0020037,ko:K06886,NA
EIC28881.1,H8GH90,,S,NZ_CM001475.1,chromosome,1191752,1192618,866,288,putative amidohydrolase,GO:0006807; GO:0016787,ko:K11206,NA
EIC28891.1,H8GHA0,,S,NZ_CM001475.1,chromosome,1201379,1202251,872,290,putative membrane protein (DUF2232),GO:0016021,NA,NA
EIC28901.1,H8GHB0,,S,NZ_CM001475.1,chromosome,1209038,1209703,665,221,putative membrane protein,GO:0016021,ko:K08984,NA
EIC28914.1,H8GHC3,,S,NZ_CM001475.1,chromosome,1225504,1226778,1274,424,putative ATPase,GO:0005524,NA,NA
EIC28917.1,H8GHC6,,S,NZ_CM001475.1,chromosome,1229105,1229524,419,139,secondary thiamine-phosphate synthase enzyme,NA,NA,NA
EIC28931.1,H8GHU7,,S,NZ_CM001475.1,chromosome,1251107,1252033,926,308,"conserved hypothetical protein, putative transposase or invertase",NA,NA,NA
EIC28932.1,H8GHU8,,S,NZ_CM001475.1,chromosome,1252189,1253055,866,288,"conserved hypothetical protein, putative transposase or invertase",NA,NA,NA
EIC28938.1,H8GHV4,,S,NZ_CM001475.1,chromosome,1259257,1259787,530,176,"putative membrane protein, required for colicin V production",GO:0009403; GO:0016021,ko:K03558,NA
EIC28939.1,H8GHV5,,S,NZ_CM001475.1,chromosome,1259787,1260563,776,258,sporulation related protein,GO:0016021; GO:0042834,ko:K03749,NA
EIC28945.1,H8GHW1,,S,NZ_CM001475.1,chromosome,1265900,1266829,929,309,putative dehydrogenase,GO:0016491,ko:K09949,NA
EIC28949.1,H8GHW5,,S,NZ_CM001475.1,chromosome,1271595,1271942,347,115,plasmid stabilization system protein,NA,ko:K19092,NA
EIC28959.1,H8GHX5,,S,NZ_CM001475.1,chromosome,1287654,1287869,215,71,uncharacterized conserved small protein,NA,NA,NA
EIC28963.1,H8GHX9,,S,NZ_CM001475.1,chromosome,1293215,1294783,1568,522,Mu-like prophage protein gp29,NA,NA,NA
EIC28983.1,H8GHZ9,,S,NZ_CM001475.1,chromosome,1317045,1317611,566,188,Polyketide cyclase / dehydrase and lipid transport,NA,ko:K16260,"ko00680,ko01120,map00680,map01120"
EIC28984.1,H8GI00,,S,NZ_CM001475.1,chromosome,1317614,1318576,962,320,YVTN family beta-propeller repeat protein,NA,NA,NA
EIC28988.1,H8GI04,,S,NZ_CM001475.1,chromosome,1319991,1320419,428,142,hypothetical protein Metal_1177,NA,ko:K09160,NA
EIC28994.1,H8GI10,,S,NZ_CM001475.1,chromosome,1325200,1325760,560,186,hypothetical protein Metal_1183,NA,NA,NA
EIC28999.1,H8GI15,,S,NZ_CM001475.1,chromosome,1329018,1329278,260,86,hypothetical protein Metal_1188,NA,ko:K09794,NA
EIC29000.1,H8GIH3,,S,NZ_CM001475.1,chromosome,1329391,1329795,404,134,uncharacterized small membrane protein,GO:0016021,NA,NA
EIC29040.1,H8GIL3,,S,NZ_CM001475.1,chromosome,1380806,1381657,851,283,5-bromo-4-chloroindolyl phosphate hydrolysis protein,GO:0016021,NA,NA
EIC29045.1,H8GIL8,,S,NZ_CM001475.1,chromosome,1387725,1388255,530,176,hypothetical protein Metal_1240,NA,NA,NA
EIC29046.1,H8GIL9,,S,NZ_CM001475.1,chromosome,1388288,1388614,326,108,hypothetical protein Metal_1241,NA,NA,NA
EIC29054.1,H8GIM7,,S,NZ_CM001475.1,chromosome,1400590,1402386,1796,598,putative esterase of the alpha-beta hydrolase superfamily,GO:0016021; GO:0016042; GO:0016787,NA,NA
EIC29064.1,H8GIN7,,S,NZ_CM001475.1,chromosome,1409755,1410036,281,93,hypothetical protein Metal_1263,NA,NA,NA
EIC29067.1,H8GIP0,,S,NZ_CM001475.1,chromosome,1412940,1413269,329,109,hypothetical protein Metal_1267,NA,NA,NA
EIC29073.1,H8GIP6,,S,NZ_CM001475.1,chromosome,1420597,1422180,1583,527,hypothetical protein Metal_1273,NA,NA,NA
EIC29076.1,H8GJ86,,S,NZ_CM001475.1,chromosome,1428917,1430515,1598,532,putative Zn-dependent hydrolase of beta-lactamase fold,GO:0016787,NA,NA
